article|8.486515208922803
anyone|6.676567098343692
electronics department|6.080887973342971
time|5.0499048723801865
bikers|4.637511631995072
curt howland|4.431315011802515
something|4.225118391609959
former ninjaite|3.1941352906471736
pioneer laser player|2.7817420502620593
bike|2.7817420502620593
favorite flame wars|2.575545430069502
people|2.575545430069502
someone|2.575545430069502
police radar|2.3693488098769455
email|2.3693488098769455
call|2.3693488098769455
nice boy|2.1631521896843884
computerised viewing|2.1631521896843884
thanks|2.1631521896843884
bus|2.1631521896843884
blues|2.1631521896843884
mike muise|2.1402414541074375
rainer malzbender|2.1402414541074375
crutches|2.1402414541074375
david svoboda|1.9569555694918312
ticket|1.9569555694918312
old data books|1.773669684876225
couple hours|1.7507589492992743
curtis jackson|1.7507589492992743
last night|1.7507589492992743
bikes|1.7507589492992743
feet|1.7507589492992743
computer|1.7507589492992743
frequency|1.7507589492992743
alexander graham bell|1.5445623291067172
harleys|1.5445623291067172
projects|1.5445623291067172
motorcycles|1.3612764444911112
free usenet mail|1.3383657089141603
pioneer laserdisc|1.3383657089141603
advance|1.3383657089141603
university|1.3383657089141603
mike|1.1321690887216034
anything|1.1321690887216034
april|1.1321690887216034
high quality pot|1.0405261464138003
front panel power light|0.9259724685290464
thumb|0.9259724685290464
mail|0.9259724685290464
anybody|0.9259724685290464
wayne|0.9259724685290464
ftp sites|0.857240261798194
right foot|0.7197758483364893
like bombing fish|0.7197758483364893
geeky stickers|0.7197758483364893
erik asphaug|0.7197758483364893
dod paraphernalia|0.7197758483364893
local plastic shop|0.7197758483364893
better gloves|0.7197758483364893
flight bag|0.7197758483364893
cultural heritage|0.7197758483364893
whole rear end|0.7197758483364893
du code|0.7197758483364893
reference power|0.7197758483364893
conductive plastic elements|0.7197758483364893
transformer cores|0.7197758483364893
wayne alan martin|0.7197758483364893
timing cycles|0.7197758483364893
kernel mode systems|0.7197758483364893
rajan ranga|0.7197758483364893
serial data transmission|0.7197758483364893
mike harpe|0.7197758483364893
bus speeds|0.7197758483364893
